待核	段末無句讀	ZJH-174	第 4 段	又說：「處於中國統治下之維族及其他屬於土耳其血統之人數，據鄙人
待核	段末無句讀	ZJH-174	第 6 段	維吾爾哈薩克
待核	段末無句讀	ZJH-174	第 9 段	烏孜別克
待核	段末無句讀	ZJH-174	第 11 段	吉爾吉斯
待核	段末無句讀	ZJH-174	第 12 段	塔蘭其塔塔爾
待核	段末無句讀	ZJH-174	第 14 段	塔吉克
待核	段末無句讀	ZJH-174	第 15 段	蒙古
待核	段末無句讀	ZJH-174	第 16 段	錫伯
待核	段末無句讀	ZJH-174	第 17 段	索倫
待核	段末無句讀	ZJH-174	第 19 段	歸化白俄
待核	段末無句讀	ZJH-175	第 20 段	(2)可有任何一住在新疆的漢人，覺得不是住在自己的國土中？或有任何一個維族人認爲
待核	段末無句讀	ZJH-175	第 28 段	再看突厥系的各族，如哈薩克族，不是在蘇俄鐵幕內成立了一個所謂哈薩克蘇維埃共和國K
待核	段末無句讀	ZJH-186	第 0 段	要談中國童子軍事業，我們當然不能不提到那位創始的嚴家麟先生。自從民國元年，他在武
待核	段末無句讀	ZJH-189	第 1 段	家驊於民國初元在上海始見先生，其後六年，家驊歸自歐洲，主敎北大，先生正爲北大校長
待核	段末無句讀	ZJH-191	第 2 段	若渠年少時卽加入中國國民黨，努力革命。民國十七年，他和狄膺、冷欣諸同志，任江蘇省
待核	段末無句讀	ZJH-191	第 8 段	若渠有用世之才，也有用世之志，如果他不死，我相信他的前途一定是非常遠大的。而且他
待核	段末無句讀	ZJH-192	第 5 段	二、對於有用的人才應當盡力愛護
待核	段末無句讀	ZJH-192	第 6 段	愛護人才與培養人才，同樣的重要。尤其在中國的現狀之下，需要人才，如是之切，培養人
待核	段末無句讀	ZJH-194	第 1 段	先生浙江吳興人，世居南潯。南潯雖然是一個鄉鎮，在當時却爲全省也可以說是京滬一帶財
待核	段末無句讀	ZJH-194	第 8 段	二十六年夏七七事變，先生在上海，我因公在廬山，回來路過，匆匆一面。不久，先生遷寓
待核	段末無句讀	ZJH-194	第 11 段	過去十幾年中，先生雖遠居異域，然而對國事仍時刻關切。據說，他失明以後，每天還利用
待核	段末無句讀	ZJH-195	第 7 段	戴先生本來不很強壯，從少又許身黨國，奔走革命，中年以前，常在困阨之中，時時以救國
待核	段末無句讀	ZJH-197	第 3 段	「此雖舊域，其命維新。以我國此項材料之富，歐洲人爲之羨慕無似，果能改從新路，將來
待核	段末無句讀	ZJH-198	第 0 段	時光過的眞快，丁在君先生逝世忽忽已經二十年了。本院爲紀念其在總幹事任內的功績，將
待核	段末無句讀	ZJH-FM-002	第 8 段	中華民國六十五年十一月十五王聿均旟南港中央研究院近代史所
